Epoch,TrainAccuracy,TrainLoss,ValAccuracy,ValLoss
0,8.746666666666666,6.051203487812187,8.83054892601432,6.146004246569344
1,27.555555555555557,2.07276259847775,32.21957040572792,1.9763119751431721
2,46.61333333333334,1.743342686401248,59.665871121718375,1.5104799665754591
3,54.00888888888889,1.503980505041917,67.30310262529832,1.1577411482744577
4,51.16444444444444,1.5017221712348094,64.20047732696898,1.1308621047910459
5,55.75111111111111,1.381548494638642,71.1217183770883,1.013593709486738
6,60.07111111111111,1.2890158687341797,74.22434367541766,0.8522558452333322
7,64.07111111111111,1.2191648648431543,75.6563245823389,0.8372449540428178
8,63.05777777777778,1.1987431878031436,79.23627684964201,0.7597800504054224
9,65.54666666666667,1.1533831882359713,77.56563245823389,0.7605441237687101
10,65.01333333333334,1.1575769075990587,80.1909307875895,0.717224639108986
11,65.86666666666666,1.1427466481256372,80.66825775656325,0.6939613297058712
12,66.75555555555556,1.128338652458474,79.23627684964201,0.7348815542386398
13,67.46666666666667,1.0944267628243944,81.38424821002387,0.6779901388447427
14,66.29333333333334,1.1002931182757094,80.42959427207637,0.6833135827943746
15,67.14666666666666,1.0733396968969238,81.86157517899761,0.6282472896610756
16,69.13777777777777,1.0522046956866673,83.77088305489261,0.624826458813031
17,68.2311111111111,1.046277055899903,82.33890214797135,0.6429066842177662
18,69.08444444444444,1.0259535804665723,83.77088305489261,0.5922989652486359
19,68.65777777777778,1.0095525782485382,84.00954653937947,0.5808298542277505
20,68.51555555555555,1.0115090628665928,84.00954653937947,0.582031595684775
21,69.28,1.0071323318943988,83.05489260143199,0.5825521438398481
22,69.38666666666667,0.9971112010831883,82.10023866348449,0.598945022491594
23,70.96888888888888,0.9654300836166695,84.96420047732697,0.5623297705574688
24,69.03111111111112,0.9846720532037162,83.53221957040573,0.5851570665475658
25,70.84444444444445,0.9495655517303904,85.44152744630071,0.530619903798886
26,71.04,0.9367711052145151,85.91885441527447,0.5272872291898659
27,71.18222222222222,0.9289864236089512,85.44152744630071,0.5023732493975739
28,71.30666666666667,0.9310573943869285,85.68019093078759,0.49794316594099247
29,71.44888888888889,0.9154489420157411,84.96420047732697,0.4947452124856615
30,72.30222222222223,0.8973006059533659,87.11217183770883,0.4777882083057097
31,71.34222222222222,0.9093629716715382,85.20286396181385,0.5122180973775823
32,71.87555555555555,0.8915842501055208,86.63484486873509,0.47941232961013863
33,71.87555555555555,0.8987688090126085,85.68019093078759,0.46212280630653396
34,72.92444444444445,0.8562943125100922,86.39618138424821,0.47354555249832864
35,72.85333333333334,0.8640913908835897,86.39618138424821,0.4573552364274737
36,71.87555555555555,0.8757940329864052,85.91885441527447,0.47907186612445307
37,72.4088888888889,0.8658006824766636,85.91885441527447,0.4993565144047898
38,73.90222222222222,0.8446958253434304,87.58949880668258,0.43937076635688904
39,72.96,0.8477023053994774,86.15751789976133,0.47879069055479384
40,74.95111111111112,0.8015316248523139,88.3054892601432,0.42768443921430294
41,75.21777777777778,0.8021934180404118,88.06682577565633,0.4327300752722899
42,75.02222222222223,0.793934937451196,87.11217183770883,0.4234230502065463
43,75.28888888888889,0.7903792100827548,88.06682577565633,0.4049950267344323
44,75.92888888888889,0.7752524025164111,87.82816229116945,0.402863878821623
45,75.98222222222222,0.764595783746934,87.82816229116945,0.4120872240862444
46,75.39555555555556,0.7777800472136952,86.87350835322195,0.4444078556742412
47,75.80444444444444,0.7620527450320287,88.06682577565633,0.4066782224061841
48,74.18666666666667,0.7874274098617455,86.87350835322195,0.4316133578030279
49,75.30666666666667,0.7685769061212909,88.3054892601432,0.3935075577116806
50,76.24888888888889,0.7536540134179841,89.26014319809069,0.3786993585673926
51,77.26222222222222,0.7252404916608539,88.06682577565633,0.38932830104309046
52,77.44,0.7212419968138836,87.82816229116945,0.3935793630486549
53,77.19111111111111,0.7150123613680023,88.3054892601432,0.3899986031819041
54,77.01333333333334,0.7266676935481969,88.06682577565633,0.3759221151659435
55,77.6,0.7091969236038432,88.06682577565633,0.38238850456893436
56,77.17333333333333,0.701546079061034,86.87350835322195,0.3981568704671091
57,77.72444444444444,0.6938997030246052,89.02147971360382,0.3725874446488319
58,78.08,0.68785023518614,89.02147971360382,0.3735182798067729
59,79.2,0.6681249640339813,88.06682577565633,0.3709219613116099
60,78.61333333333333,0.6704656917358669,87.11217183770883,0.38260275430288376
61,78.31111111111112,0.6816166729362892,88.06682577565633,0.375192746788172
62,78.06222222222222,0.670263377873741,87.3508353221957,0.38340625641180653
63,79.44888888888889,0.6471762337402794,88.54415274463007,0.34370550447144727
64,79.64444444444445,0.6446692041204665,86.63484486873509,0.3689869945212249
65,78.98666666666666,0.6492704614860911,89.49880668257757,0.34870001103604953
66,80.69333333333333,0.6224217080649429,88.3054892601432,0.34770274213074964
67,78.88,0.6524040408244872,88.06682577565633,0.39121659542889214
68,79.39555555555556,0.6403932149848983,88.54415274463007,0.3786665516042794
69,80.48,0.619527780623086,86.63484486873509,0.3681909324443799
70,80.08888888888889,0.6295187045268058,87.58949880668258,0.3850511173363766
